,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,age,predicted,expected
13888,3,1.75,1.0,0,0,4,7,1510,0,98052,1310,9450,593777,18748,476342,1483182
13889,4,3.5,2.0,0,0,4,8,2040,670,98108,2500,5722,539500,6565,494081,1518629
13890,3,2.5,2.0,0,0,3,8,2080,0,98029,1760,2772,550000,3377,532290,1509925
13891,2,2.0,1.0,0,0,3,8,1260,600,98178,1250,10008,265000,22826,315692,1263488
13892,3,1.75,1.0,0,0,3,7,1280,840,98072,2200,9000,428000,13058,447784,1422468
13893,3,2.0,1.0,0,0,5,7,1110,0,98115,1410,7734,505000,23493,543830,1663635
13894,5,5.5,2.0,0,2,3,11,5190,0,98065,3840,12637,925000,4929,1260852,2391583
13895,3,1.75,1.0,0,0,3,8,1520,0,98023,2270,14981,230000,17168,260578,995666
13896,4,2.5,2.0,0,0,3,10,2650,0,98029,2710,8012,695000,8997,744264,1658089
13897,4,2.75,2.0,0,2,3,9,3350,0,98065,3870,7886,700000,4121,721970,1683510
13898,3,1.75,1.5,0,0,3,7,1770,0,98103,1630,3254,712500,37004,603162,2294744
13899,3,2.5,2.0,0,0,3,8,2200,0,98011,2440,3833,480000,3744,492728,1421541
13900,3,2.5,1.0,0,0,4,7,1300,700,98034,2110,8400,470000,17066,459131,1791044
13901,3,1.75,1.0,0,0,3,7,1150,580,98014,1900,15483,335000,12623,338467,1410749
13902,3,1.5,1.0,0,0,3,7,900,400,98030,1630,7600,270000,16542,192164,975068
13903,5,3.25,1.0,0,0,3,8,2530,420,98072,2620,39820,810000,12500,603873,1761249
13904,3,3.0,3.0,0,0,3,8,1460,260,98119,1720,1294,589000,3145,617329,2090712
13905,2,1.0,1.0,0,0,3,7,880,0,98115,1370,5243,415000,23279,430895,1534374
13906,4,2.25,1.0,0,0,3,7,1220,570,98058,1740,8950,197000,13218,284904,1170718
13907,3,1.5,1.0,0,0,4,7,790,590,98003,1570,7904,235500,15942,190501,997355
13908,3,2.25,2.0,0,0,3,8,1240,290,98144,1800,3431,460000,2653,453578,1884635
13909,5,1.75,1.0,0,0,4,8,1380,950,98136,2120,5605,572500,21851,626956,1640516
13910,5,2.0,1.0,0,0,4,7,1540,0,98059,2260,9600,302000,19990,339297,1311178
13911,3,2.5,2.0,0,0,4,10,2530,680,98033,2630,8630,870000,8990,1065461,2170139
13912,3,1.0,1.0,0,0,3,7,960,170,98199,1510,6000,485000,27673,490250,1989798
13913,3,2.0,1.0,0,0,3,7,1460,0,98003,1580,7526,240000,17202,241134,1051717
13914,3,1.75,1.0,0,0,3,7,1410,0,98034,1550,7600,383000,17461,399306,1695271
13915,4,2.75,1.5,0,0,3,8,1750,0,98122,1700,4572,750000,40719,664731,2160349
13916,2,1.75,1.0,0,0,5,6,1370,0,98103,1200,5100,409950,25721,527260,2107262
13917,3,1.5,1.0,0,0,3,7,1780,0,98168,1130,14450,246000,22420,284183,1348576
13918,4,1.75,2.0,0,0,5,7,1490,400,98115,1890,5000,860000,28581,631976,1782346
13919,3,2.25,2.0,0,0,4,7,1630,0,98058,1730,9948,339950,10718,289945,1154516
13920,5,1.75,1.0,0,0,4,7,1160,1160,98166,1410,7271,315000,21313,370021,1223462
13921,3,2.5,2.0,0,0,3,9,2580,0,98074,2480,4500,698000,3146,636758,1639058
13922,2,2.5,2.0,0,0,4,8,1470,0,98007,1510,2055,419000,10825,482844,1472139
13923,3,1.0,1.0,0,0,3,7,2298,0,98052,2580,24724,372000,16822,580377,1683856
13924,3,2.5,2.0,0,0,3,7,1960,0,98065,1700,4444,425000,4271,404886,1277303
13925,3,2.25,1.5,0,0,3,8,1950,1000,98125,2060,7200,386500,18832,586230,1794046
13926,2,1.0,1.0,0,0,3,5,670,0,98125,860,8242,348000,26618,275881,1269442
13927,5,3.5,2.0,0,0,3,10,2230,790,98040,3680,14486,754000,13627,1079224,2348363
13928,4,3.0,2.0,0,0,4,7,2390,0,98002,930,7308,269950,25916,294360,1314851
13929,3,2.5,2.0,0,0,4,10,3090,0,98075,3400,7566,891500,8745,827298,1709418
13930,4,1.75,1.0,0,0,5,7,890,890,98108,1860,5000,349950,40824,389597,1361978
13931,2,1.0,1.0,0,0,3,7,1180,240,98055,1490,1863,360000,21313,244732,1039890
13932,4,2.25,2.0,0,0,4,8,2420,0,98004,2870,13905,975000,32849,1034597,2702667
13933,4,2.0,1.5,0,0,5,7,1480,0,98133,1480,3844,449250,31536,404218,1368504
13934,4,2.25,2.0,0,0,3,7,2190,0,98059,1900,3850,350000,3256,379627,1375208
13935,4,1.75,1.5,0,3,4,7,1690,130,98107,2130,5100,790000,38076,759379,2587654
13936,3,1.75,1.0,0,4,4,9,930,880,98040,3540,14200,990000,11574,999220,2453885
13937,3,2.25,2.0,0,0,3,9,2550,0,98112,1680,4089,834000,11657,1125677,2608473
13938,3,1.0,1.0,0,0,3,7,1060,300,98117,1110,3880,466950,18853,461265,1680793
13939,3,1.75,1.5,0,3,5,7,1491,768,98001,1980,15794,262500,38914,410179,1614379
13940,4,2.5,2.0,0,0,3,10,3880,0,98074,3240,14045,762300,9987,922476,2080160
13941,6,2.75,1.0,0,0,3,8,1780,950,98107,2090,5000,733000,19383,736164,2427059
13942,4,2.5,1.0,0,2,3,7,1560,1240,98028,3060,13423,439000,21287,542123,1626210
13943,5,3.25,2.5,0,0,4,10,3590,700,98112,1920,4000,1160000,32092,1879089,3084300
13944,3,2.5,2.0,0,0,3,8,1770,0,98074,1820,4046,420000,5759,503514,1397735
13945,3,2.25,2.0,0,0,3,8,1920,0,98074,2000,10706,549000,12251,530967,1448536
13946,4,2.5,1.5,0,0,5,8,1510,810,98122,1490,4500,518000,40049,752541,2235881
13947,4,2.5,2.0,0,0,3,9,2961,0,98075,2620,17749,695000,5997,719837,1643099
13948,3,2.5,2.0,0,0,3,8,1680,0,98074,1970,7470,485000,9866,501740,1396777
13949,3,1.75,1.5,0,0,4,6,1590,0,98038,1820,74052,280000,32295,312602,1244959
13950,2,1.0,1.5,0,0,4,6,1420,0,98023,1900,16400,306500,26424,193571,957968
13951,2,1.0,1.0,0,0,3,6,1370,0,98004,1690,9930,720000,23820,656403,2344562
13952,3,2.5,2.0,0,3,3,7,2620,0,98022,1670,4558,277500,1782,399089,1519278
13953,3,2.0,2.0,1,4,3,8,1810,0,98166,2180,24911,649000,37137,766853,1828404
13954,4,3.5,1.0,1,4,3,10,2940,1790,98033,3250,49346,3400000,22341,3034514,4158773
13955,2,1.0,1.0,0,0,4,6,700,0,98155,920,6000,267800,23874,252309,1217763
13956,4,2.75,2.0,0,0,3,8,2390,0,98029,2090,6321,625000,8118,583834,1588837
13957,4,2.5,1.5,0,0,3,9,1590,480,98125,2050,8131,600000,33132,571745,1619075
13958,4,2.0,1.5,0,0,4,7,1780,0,98155,1180,8149,395000,24396,387178,1476880
13959,4,2.5,1.5,0,0,3,7,1900,0,98198,1240,9166,212000,27510,291752,1109966
13960,2,1.0,1.0,0,0,3,7,940,100,98117,1420,4040,425000,31757,455912,1569877
13961,4,1.75,1.5,0,2,3,8,1770,600,98103,2100,4550,870000,35194,844147,2549875
13962,3,2.5,2.0,0,0,3,7,1970,0,98065,1970,3739,420000,4101,412432,1291097
13963,4,2.25,2.0,0,0,3,8,2120,0,98027,1890,7845,800000,12510,511338,1479974
13964,3,2.5,2.0,0,0,3,8,1960,0,98011,2520,9206,575000,9621,474723,1394629
13965,3,3.25,2.0,0,0,3,9,2170,490,98122,2660,4000,915000,4188,957668,2440464
13966,3,2.25,2.0,0,0,3,7,1180,0,98034,1860,10390,400000,10107,364277,1497380
13967,3,2.5,1.0,0,2,4,8,1440,950,98116,2010,6550,750000,21671,776688,1790249
13968,3,1.0,1.0,0,0,5,7,1250,0,98042,1250,7592,235000,19664,228300,1018711
13969,5,3.0,1.0,0,0,5,8,1300,1300,98125,2150,7800,599950,17482,566181,1769886
13970,2,1.0,1.0,0,0,3,7,940,0,98115,1680,3800,481203,31496,468579,1587756
13971,5,3.0,2.0,0,0,3,10,3880,0,98040,3470,13701,1820000,15510,1296395,2714348
13972,3,2.5,2.0,0,0,4,7,1530,0,98033,1370,3783,379000,10416,490290,1685533
13973,3,1.75,2.0,0,0,4,7,1760,670,98117,1320,4062,626000,25378,630093,1834220
13974,2,1.0,1.0,0,0,3,7,920,110,98103,1530,4944,535000,27534,464726,2020327
13975,4,2.5,2.0,0,0,3,9,2740,0,98039,2760,16008,1230000,11117,1555252,3038047
13976,2,1.5,2.0,0,0,3,7,1120,60,98115,1137,1034,410000,4952,419509,1511583
13977,4,2.5,1.0,0,3,4,8,1680,1410,98006,2690,8500,940000,17572,839688,1937805
13978,3,1.0,1.0,0,0,3,7,1060,0,98034,1320,10162,326250,17368,345076,1572522
13979,2,1.0,1.0,0,0,3,6,790,0,98178,1030,5985,200000,25815,178975,1120872
13980,4,2.5,1.0,0,0,5,8,2100,970,98005,2270,8800,880000,20678,829890,1825654
13981,2,2.0,2.0,0,0,3,9,2100,0,98014,1440,59346,370000,3593,446244,1267546
13982,2,2.5,2.0,0,0,3,8,1100,0,98055,1610,2563,190000,3134,279654,960153
13983,2,1.0,1.0,0,0,4,6,1070,0,98002,1150,4200,160000,11716,191635,1069103
13984,4,3.0,1.0,0,0,3,9,1520,670,98034,3050,4673,625000,9365,612212,1978828
13985,4,3.5,2.0,0,0,3,10,2750,700,98058,3450,6873,590000,4144,631888,1501321
13986,3,2.5,2.0,0,0,3,8,2070,0,98033,2070,6844,575000,5695,637164,1884259
13987,2,1.0,1.0,0,0,5,7,1190,0,98103,1550,5100,470000,37541,588783,2097366
13988,2,1.0,1.0,0,0,4,4,600,0,98027,1130,6000,130000,42072,313718,1247955
13989,3,1.0,1.0,0,0,3,7,940,0,98056,1190,8400,229000,20929,246637,1372957
13990,3,1.0,1.5,0,0,3,6,1280,0,98023,1610,19467,279900,26531,184710,922527
13991,3,1.0,1.0,0,0,3,7,1370,0,98014,1160,7500,307000,19862,299892,1335567
13992,3,1.75,1.0,0,0,3,7,1980,470,98014,1790,15323,399950,9426,417836,1616421
13993,4,2.25,1.0,0,0,3,7,1370,600,98011,2390,11336,405000,19205,434769,1434023
13994,4,2.75,1.0,0,0,4,8,2130,780,98006,1970,9000,539950,17811,731873,1745434
13995,2,1.0,1.0,0,0,3,6,760,0,98032,980,5080,129000,24051,169213,862748
13996,3,1.75,1.0,0,0,3,7,1270,0,98011,1470,8500,340000,17426,361650,1255926
13997,3,1.75,1.0,0,0,4,7,1310,260,98042,1380,5200,214950,13675,246295,1046881
13998,4,2.75,1.0,0,2,3,8,1330,980,98118,2300,5650,450000,22821,592883,1638148
13999,3,1.75,1.0,0,0,4,7,950,950,98106,1420,5000,515000,32934,360738,1370703
14000,4,2.25,2.0,0,0,4,9,2510,1270,98112,2740,5160,1400000,39315,1473067,2927732
14001,3,1.0,1.0,0,0,4,7,1060,0,98188,1310,10619,230000,21361,213999,1033887
14002,3,1.75,1.0,0,0,4,8,1880,0,98006,2430,9732,681000,11145,607415,1620976
14003,3,1.0,1.0,0,0,3,6,1160,0,98146,1300,8636,255000,33509,252432,1357891
14004,2,1.0,1.0,0,0,3,7,860,0,98103,1490,4013,580000,32943,450684,1991805
14005,2,2.0,1.0,0,0,3,7,910,680,98055,1590,8364,295000,11398,262274,1022537
14006,2,1.0,1.0,0,0,3,7,1170,0,98136,1550,7225,286000,37100,430035,1533514
14007,3,1.5,1.0,0,0,3,7,830,360,98125,1256,8100,425000,24844,360813,1432824
14008,2,1.0,1.0,0,0,3,7,1300,0,98003,1360,9750,170000,19703,215858,1018466
14009,3,2.0,1.0,0,0,3,7,1660,0,98136,1660,7559,380000,23888,499424,1602903
14010,3,2.0,1.0,0,0,3,7,1160,0,98115,1150,5100,506000,24962,472114,1661339
14011,3,2.5,2.0,0,0,3,7,1950,0,98031,1890,7133,315000,8300,293586,1079917
14012,4,2.5,2.0,0,0,3,8,2470,0,98065,2400,4266,449950,5646,503216,1394654
14013,3,1.0,1.0,0,0,3,7,1430,0,98056,1900,10350,255000,18717,317638,1562636
14014,3,2.5,2.0,0,0,3,7,1090,880,98001,2020,9608,289000,9671,256165,1209655
14015,3,1.75,1.0,0,0,4,7,1400,0,98027,1350,9300,389000,19232,423077,1361787
14016,3,1.5,1.0,0,2,4,7,1510,0,98022,1750,169884,327000,18464,349856,1224910
14017,7,3.0,2.5,0,0,4,10,5020,330,98112,3050,7469,2890000,38254,2238948,3202620
14018,3,1.0,1.0,0,0,3,6,920,0,98118,1860,8424,210000,24301,289882,1380236
14019,4,3.75,2.0,0,3,3,11,5980,1640,98006,2840,20809,1680000,3615,1925753,3105986
14020,4,2.5,2.0,0,0,3,7,2490,0,98056,2510,5233,360000,5110,431447,1740565
14021,4,2.5,2.0,0,0,3,11,3030,0,98077,3670,16641,875000,9247,798796,1675000
14022,4,2.25,1.0,0,0,3,8,1650,0,98008,2180,7950,550000,17474,535168,1825939
14023,3,1.5,1.0,0,0,3,7,1210,0,98146,1210,12500,257500,19190,265276,1350064
14024,4,2.75,1.5,0,0,4,8,2090,900,98144,2510,6157,1080000,33581,789770,2348302
14025,2,1.0,1.0,0,0,5,6,1060,0,98042,1130,5200,202950,16736,185816,973075
14026,4,1.75,1.0,0,0,5,8,1340,1340,98117,2320,6840,622000,20391,785334,2028208
14027,4,1.75,1.0,0,0,3,8,1410,380,98072,1870,47480,455000,14288,464592,1396111
14028,3,2.5,2.0,0,3,3,10,2690,0,98074,3610,16887,805000,6529,836239,2033960
14029,2,1.0,1.0,0,0,3,6,770,0,98133,1550,7532,257000,23626,284384,1261724
14030,5,2.5,1.0,0,0,4,8,1750,950,98005,2570,11840,744500,17342,726968,1740529
14031,4,2.5,2.0,0,0,3,8,2620,0,98033,2240,7405,885000,7042,737058,2061142
14032,2,2.25,2.0,0,0,3,8,630,300,98144,940,6000,355000,2731,343671,1556285
14033,3,1.0,1.0,0,0,4,7,1340,0,98042,1850,7904,240000,13380,232336,1052314
14034,3,1.5,2.0,0,0,4,6,1470,0,98023,1750,16074,169000,36025,186622,966938
14035,3,2.5,2.0,0,0,4,8,2330,0,98052,2940,4500,639900,8487,652139,1665700
14036,3,1.75,1.0,0,0,5,7,1730,0,98031,2030,17859,292000,15495,317680,1113985
14037,4,2.5,2.0,0,3,3,9,2780,0,98065,3160,7848,563500,3917,645430,1585268
14038,2,2.0,1.0,0,0,3,8,1200,0,98053,1670,4601,389000,3312,459745,1298592
14039,4,3.25,2.0,0,0,3,10,4430,0,98039,3930,20000,2750000,22794,2315788,3733741
14040,3,2.0,2.0,0,0,4,8,1820,0,98033,1920,13402,661000,7537,604284,1795975
14041,2,2.0,1.0,0,0,3,8,1300,0,98053,1640,4780,344000,3541,470224,1315105
14042,1,1.0,1.0,0,0,3,5,480,200,98199,1170,5500,510000,36271,355200,1889209
14043,2,1.0,1.0,0,0,3,7,780,0,98136,1100,5100,289000,26556,356802,1426668
14044,3,2.25,1.5,0,0,3,8,1900,530,98056,1720,11250,365000,13022,428175,1685640
14045,3,1.5,1.0,0,0,4,7,1750,0,98027,1820,102801,410000,17742,495303,1485845
14046,3,1.0,1.5,0,0,5,7,1010,600,98117,1270,5100,535610,41477,575411,1694274
14047,4,1.75,2.0,0,0,3,8,2120,0,98166,1820,7620,397950,16022,423131,1268842
14048,3,1.75,1.0,0,0,3,7,930,500,98108,1430,4850,284000,13387,312915,1247279
14049,4,1.5,1.5,0,0,3,7,1360,0,98168,1300,8100,201000,19343,223970,1198993
14050,4,2.25,1.5,0,0,4,7,1690,840,98117,1530,5000,734000,32855,690942,1933505
14051,5,3.0,2.0,0,0,3,7,3270,0,98092,3200,6300,357500,4755,420788,1317315
14052,5,2.5,1.0,0,0,3,8,1520,1100,98052,2030,7676,550120,14532,568401,1613667
14053,3,1.5,1.0,0,0,3,8,1810,0,98001,2260,8491,300000,9930,315357,1388650
14054,3,2.5,2.0,0,0,3,8,2120,0,98030,1780,9801,374950,8266,324647,1115297
14055,4,1.75,2.0,0,0,3,8,2190,0,98075,2590,35370,602500,12886,611472,1504620
14056,3,1.0,1.0,0,0,3,7,980,0,98188,980,8125,221000,22270,208730,1005173
14057,5,3.0,2.0,0,0,3,7,1730,500,98102,1280,1800,920000,37354,692845,2418438
14058,4,2.0,1.0,0,0,3,7,1540,0,98118,1540,5110,235000,21979,369124,1460869
14059,3,1.0,1.0,0,0,3,7,980,0,98034,1280,7296,375000,17382,334184,1547782
14060,4,2.5,2.0,0,0,3,8,2120,0,98029,2190,3640,599000,3525,543222,1530943
14061,3,2.25,2.0,0,0,3,8,2090,0,98052,1760,12112,562100,11476,552875,1579735
14062,3,2.5,2.0,0,0,3,8,1100,520,98112,1620,1251,640000,2265,627989,2241628
14063,3,2.0,1.0,0,0,4,7,1250,400,98168,1860,11256,294000,21142,284360,1261100
14064,4,2.5,2.0,0,0,3,9,3230,0,98052,3740,8344,714000,3649,885212,1847206
14065,4,3.25,1.0,0,3,3,9,1130,1660,98177,2530,7200,970000,18768,821721,2065255
14066,4,2.25,2.0,0,0,3,7,1600,0,98022,1540,7242,280000,8883,224504,1066612
14067,4,2.5,2.0,0,0,3,7,1790,0,98031,1790,4305,260000,7985,259638,1039318
14068,3,1.5,1.5,0,0,4,7,2060,0,98023,1900,15674,294000,28081,278637,1082987
14069,4,1.0,1.5,0,2,5,5,1370,0,98092,1590,84070,255500,41846,267951,1073763
14070,5,4.75,2.0,1,4,4,11,4440,1760,98008,2940,13525,3300000,9377,3609230,4611251
14071,3,2.0,1.0,0,0,3,7,1510,0,98077,2060,67756,450000,22042,422177,1397681
14072,3,1.0,1.0,0,0,3,7,1280,0,98072,1290,9625,368000,16933,365551,1311174
14073,4,2.25,1.0,0,0,3,8,1370,810,98004,2090,8747,830000,18941,880846,2586574
14074,2,1.75,1.0,0,0,4,6,1130,310,98146,1250,9381,282500,29050,289120,1368785
14075,3,2.25,1.0,0,0,4,7,1580,0,98024,1450,16215,335000,13270,393876,1472274
14076,2,2.0,1.0,0,0,5,6,790,790,98116,1580,5750,558000,38173,497535,1587015
14077,4,1.5,1.5,0,0,4,7,1730,0,98146,1510,8505,270000,19777,357302,1429075
14078,2,1.0,1.0,0,0,3,4,700,0,98031,1600,10124,152000,34539,150779,910185
14079,4,1.75,1.5,0,0,4,7,2030,0,98034,1970,7307,493000,14412,471616,1836942
14080,4,2.5,2.0,0,0,3,10,2500,0,98006,2710,8375,740000,8262,853541,1712356
14081,3,2.5,2.0,0,2,3,9,2090,515,98033,2605,2300,789800,13220,867626,2148585
14082,2,1.0,1.0,0,0,3,6,910,0,98117,1480,6050,275000,38478,402832,1560110
14083,6,2.5,2.5,0,0,4,11,3560,0,98112,2780,6480,1500000,36651,1779764,2924365
14084,3,1.75,1.0,0,0,5,7,620,520,98107,1480,3500,424000,32778,537383,2072706
14085,2,1.0,1.0,0,4,4,5,1000,0,98116,1930,4920,715000,36975,501906,1677694
14086,4,2.5,2.0,0,0,3,9,3010,0,98056,2670,6202,600000,5324,638386,1900956
14087,2,1.75,1.0,0,4,4,9,1760,350,98146,2120,9500,802000,19948,746213,1619457
14088,3,1.0,1.0,0,0,4,6,910,0,98188,1090,8700,165000,26139,184947,1004497
14089,4,3.25,2.0,0,0,4,8,1370,680,98112,1720,5000,750000,10021,812839,2475106
14090,2,1.0,1.0,0,0,2,7,780,310,98074,1160,10533,405000,12276,345934,1254077
14091,3,2.5,2.0,0,0,3,9,2100,0,98072,2320,6257,521900,6545,528939,1464332
14092,3,1.0,1.0,0,0,3,7,1000,0,98034,1270,8000,275000,16638,335849,1551257
14093,5,3.25,2.0,0,0,4,9,2330,2080,98058,2460,42565,600000,5035,568417,1498706
14094,3,1.75,1.0,0,0,3,8,1800,0,98058,2140,10128,442500,17305,356060,1228918
14095,2,1.0,1.0,0,0,3,6,920,0,98178,1410,7128,229950,25819,191438,1161667
14096,3,2.0,1.0,0,0,4,7,1410,0,98042,1390,8060,274950,11707,257094,1039043
14097,3,1.75,1.5,0,0,4,8,1860,0,98070,1410,23066,407185,31356,433857,1194901
14098,4,2.5,1.0,0,0,4,7,1240,860,98072,1980,8610,468000,14069,449669,1421505
14099,2,1.0,1.0,0,0,3,7,1030,0,98117,1420,4268,450000,26570,454154,1571354
14100,2,1.0,1.0,0,0,5,7,940,0,98022,1110,9126,219950,21845,194289,974726
14101,2,2.5,2.0,0,0,3,7,1340,0,98028,1540,6616,275000,9517,338052,1288276
14102,2,1.0,1.0,0,0,3,6,850,0,98178,1100,6000,229950,33337,181002,1146765
14103,3,1.75,1.0,0,0,3,7,1430,700,98102,1710,3300,675000,33931,713672,2493042
14104,4,2.5,2.0,0,0,3,8,2430,0,98058,2450,8400,412950,8116,408705,1313135
14105,5,2.25,2.0,0,0,3,8,2290,0,98052,2750,39900,670000,13267,609926,1655192
14106,3,1.75,1.0,0,0,4,7,1230,0,98008,1530,8560,420000,18893,440903,1661417
14107,3,1.5,1.0,0,0,4,6,1150,0,98070,1700,30691,358000,14257,300812,1089397
14108,3,2.5,2.0,0,0,3,9,2120,0,98052,2540,4592,680000,3765,640801,1602795
14109,2,1.0,1.0,0,0,3,7,980,0,98105,1200,3420,380000,33545,489992,2111456
14110,3,2.5,2.0,0,0,3,8,2130,0,98077,3340,217800,515000,10565,591720,1579366
14111,2,1.0,1.0,0,0,4,7,1050,0,98146,1230,4800,325000,16666,259622,1305607
14112,3,2.5,1.0,0,0,4,7,1820,0,98004,2080,11700,875000,22617,858361,2568443
14113,3,2.5,2.0,0,0,3,7,1710,500,98106,1350,5750,426000,36999,396546,1433587
14114,5,2.5,1.0,0,0,4,8,1610,880,98040,2290,9958,868500,20346,833537,2196913
14115,4,2.75,2.0,0,0,3,11,4140,0,98092,3950,24190,657500,4544,655829,1532032
14116,2,1.0,1.0,0,0,3,6,860,350,98118,1210,3348,366000,32402,297324,1381730
14117,2,1.0,1.0,0,0,3,6,1010,0,98118,1040,4000,385000,37879,292360,1376933
14118,4,2.0,1.0,0,0,3,7,1300,750,98058,2050,8750,300000,17417,306771,1199800
14119,3,1.75,2.0,0,0,4,9,1500,560,98102,1830,3712,810000,35507,912589,2367254
14120,4,1.75,1.0,0,0,3,6,860,700,98115,1420,7200,460000,26404,455401,1745082
14121,3,2.5,2.0,0,0,4,8,1780,0,98029,1730,4000,459000,7233,511287,1462737
14122,3,1.75,1.0,0,0,4,8,1460,0,98092,1930,14175,260000,17609,270616,1005196
14123,4,2.5,2.0,0,0,3,9,3030,0,98074,2310,8682,557865,10177,683936,1769132
14124,4,1.0,1.5,0,0,4,7,980,0,98144,1525,3000,295000,36999,388760,1875383
14125,4,2.25,1.0,0,0,5,7,1450,0,98133,1660,7800,375000,23623,418813,1401692
14126,3,2.25,2.0,0,0,4,9,3230,0,98006,3690,17162,2110000,15145,979325,1909614
14127,2,2.0,3.0,0,0,3,7,1520,0,98133,1500,1245,307300,5709,341598,1282322
14128,4,1.0,1.5,0,0,3,7,1410,0,98032,1540,7000,225000,18866,184458,970573
14129,3,1.75,2.0,0,0,3,7,1390,0,98045,1430,10725,290000,13094,303556,1212202
14130,4,2.0,1.5,0,0,4,7,1510,720,98144,2140,5000,690000,33926,570445,2154430
14131,4,2.25,2.0,0,0,4,8,2110,0,98040,2350,10980,825000,15526,812424,2088950
14132,3,1.75,1.0,0,0,4,7,1370,900,98177,2270,8340,645000,21367,519431,1633736
14133,4,2.25,1.0,0,0,5,8,1320,1210,98006,2530,10125,590000,13926,684551,1659980
14134,5,2.0,1.0,0,0,3,7,1180,720,98105,1300,3250,667000,30886,573383,2343262
14135,4,2.5,2.0,0,0,3,9,2390,0,98074,2710,7417,664000,6111,620176,1611359
14136,4,2.5,1.0,0,3,3,8,1580,1580,98178,1990,7090,452100,20571,510581,1555846
14137,2,1.0,2.0,0,0,3,7,900,0,98144,900,2728,290000,6179,311679,1593345
14138,3,3.0,2.0,0,2,4,8,3610,0,98146,2230,12600,950000,22391,836298,1849859
14139,3,2.0,1.5,0,0,4,7,1670,400,98103,1490,4560,662500,39841,652989,2291397
14140,4,2.5,2.0,0,0,5,7,1850,0,98034,1540,5000,475000,12235,456332,1657235
14141,3,1.5,1.0,0,0,3,7,1140,300,98028,1590,9711,450000,21442,340379,1334419
14142,3,2.25,2.0,0,3,3,8,2590,0,98198,2590,15229,538250,11145,475076,1362724
14143,2,1.0,1.5,0,0,4,6,1140,0,98133,1450,5250,329950,23865,322486,1302442
14144,4,3.5,2.0,0,2,3,9,2760,0,98117,2370,5760,1100000,21936,999052,2220354
14145,5,1.5,1.5,0,0,3,6,1110,200,98106,960,4800,307000,31338,252598,1266322
14146,3,1.75,1.0,0,0,3,7,1270,600,98118,1780,6200,433000,20249,390584,1483760
14147,3,2.25,1.0,0,0,4,7,1280,620,98023,1920,15000,212000,17180,248887,1017351
14148,5,2.75,2.5,0,0,4,8,2380,480,98144,2240,6000,750000,41158,752269,2211024
14149,3,2.0,1.0,0,0,3,7,1640,0,98042,2250,5488,279000,4346,264027,1106492
14150,3,1.0,1.5,0,0,4,6,1140,0,98199,1690,4400,476000,38878,488962,1978961
14151,5,1.75,1.0,0,0,4,7,1390,1200,98198,2580,9049,368000,19077,339018,1167901
14152,4,3.0,1.0,0,0,3,7,1320,840,98042,1460,5144,228950,13436,264828,1120926
14153,5,3.5,2.0,0,0,4,8,3260,0,98042,1810,17927,568450,16604,460775,1389652
14154,4,1.75,1.5,0,0,3,7,1660,0,98115,1660,3767,619000,32297,568877,1824033
14155,3,2.25,2.0,0,0,3,7,1640,0,98002,1600,7418,275000,6784,228327,1167399
14156,4,2.5,2.0,0,0,3,8,2620,0,98001,2740,5816,321500,4317,406957,1457391
14157,3,1.75,1.0,0,0,3,6,790,160,98108,1360,6000,230000,27521,265282,1211511
14158,3,1.0,1.0,0,0,4,6,900,0,98002,1000,7830,179500,20481,178784,1049101
14159,3,2.25,1.0,0,0,3,7,1220,430,98011,1690,7252,460000,14474,389878,1314656
14160,3,2.5,2.0,0,0,3,7,1800,0,98042,2580,4307,286000,3343,282685,1129083
14161,3,1.0,1.5,0,0,3,7,1480,0,98122,1460,3600,427500,32810,516890,2101741
14162,3,1.0,1.0,0,0,3,7,1040,0,98136,1770,6250,400000,26439,401308,1504787
14163,3,3.5,1.0,0,0,3,8,2300,0,98053,2170,5926,675000,3827,604584,1564140
14164,3,1.0,1.0,0,0,3,7,1240,1240,98118,1800,8906,350000,16857,432019,1535498
14165,4,1.75,1.0,0,0,3,8,1540,430,98028,1900,10358,385000,13839,430955,1400930
14166,2,1.75,1.0,0,1,4,7,830,700,98119,1280,1531,525000,35977,659785,2354008
14167,2,1.0,1.0,0,0,3,6,970,0,98146,1150,7200,315000,27779,227967,1306661
14168,4,2.5,2.0,0,0,3,10,2920,0,98027,2180,71874,820000,4592,724986,1646719
14169,3,1.0,1.0,0,0,4,7,970,0,98032,1160,8250,205000,20558,204922,904568
14170,2,1.0,1.0,0,0,4,6,680,0,98177,1620,5461,500000,33941,324158,1377439
14171,4,2.5,2.0,0,0,4,8,2640,0,98029,2180,5782,599000,9364,617960,1631520
14172,3,4.0,2.0,0,2,4,11,3600,600,98112,2760,12200,2230000,30012,2263596,3316358
14173,1,2.5,1.0,0,0,4,7,1180,800,98055,1980,8000,299000,13259,299560,1165134
14174,3,2.75,1.5,1,2,5,8,2180,800,98166,1890,12514,947500,35560,949496,1924925
14175,3,3.25,3.0,0,0,3,8,1630,0,98133,1220,1677,385000,2730,352581,1320417
14176,2,1.75,1.0,0,0,5,7,890,890,98116,1560,4520,639950,32729,569583,1603226
14177,2,1.0,1.0,0,0,3,8,780,430,98199,1860,6000,824000,5427,519962,1881335
